rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
9493,barbie and the three musketeers,ds,2009.0,adventure,activision,0.12,0.0,0.0,0.01,0.13
9494,secret agent clank,psp,2008.0,platform,sony computer entertainment,0.04,0.03,0.04,0.02,0.13
9495,the house of the dead,sat,1997.0,shooter,sega,0.0,0.0,0.13,0.0,0.13
9496,dreamworks super star kartz,ds,2011.0,racing,activision,0.09,0.03,0.0,0.01,0.13
9497,realsports volleyball,2600,1981.0,sports,atari,0.12,0.01,0.0,0.0,0.13
9498,heroes of the pacific,xb,2005.0,simulation,codemasters,0.1,0.03,0.0,0.0,0.13
9499,smart boy's gameroom,ds,2007.0,misc,505 games,0.12,0.0,0.0,0.01,0.13
9500,nightcaster,xb,2002.0,action,microsoft game studios,0.1,0.03,0.0,0.0,0.13
9501,rollercoaster tycoon,xb,2003.0,strategy,atari,0.1,0.03,0.0,0.0,0.13
9502,fifa world cup germany 2006,gc,2006.0,sports,electronic arts,0.1,0.03,0.0,0.0,0.13
9503,hitman 2: silent assassin,gc,2003.0,action,eidos interactive,0.1,0.03,0.0,0.0,0.13
9504,mlb 13: the show,psv,2013.0,sports,sony computer entertainment,0.11,0.0,0.0,0.02,0.13
9505,nicktoons: mlb,x360,2011.0,sports,take-two interactive,0.12,0.0,0.0,0.01,0.13
9506,digimon racing,gba,2004.0,racing,namco bandai games,0.09,0.03,0.0,0.0,0.13
9507,ape escape 3,ps2,2005.0,platform,sony computer entertainment,0.06,0.05,0.0,0.02,0.13
9508,green lantern: rise of the manhunters,x360,2011.0,action,warner bros. interactive entertainment,0.07,0.05,0.0,0.01,0.13
9509,"crouching tiger, hidden dragon",ps2,2003.0,action,ubisoft,0.06,0.05,0.0,0.02,0.13
9510,last bronx,sat,1996.0,fighting,sega,0.0,0.0,0.13,0.0,0.13
9511,iridion ii,gba,2003.0,shooter,vivendi games,0.09,0.03,0.0,0.0,0.13
9512,momotaro douchuuki,sat,1997.0,misc,hudson soft,0.0,0.0,0.13,0.0,0.13
9513,brothers: a tale of two sons,ps4,2015.0,adventure,505 games,0.03,0.08,0.0,0.02,0.13
9514,tom clancy's splinter cell: double agent,wii,2006.0,action,ubisoft,0.1,0.01,0.0,0.01,0.13
9515,whiplash,ps2,2003.0,racing,eidos interactive,0.06,0.05,0.0,0.02,0.13
9516,blazblue: continuum shift ii,psp,2011.0,fighting,pqube,0.03,0.02,0.07,0.01,0.13
9517,backyard sports football: rookie rush,wii,2010.0,sports,atari,0.12,0.0,0.0,0.01,0.13
9518,warcraft iii: reign of chaos,pc,2002.0,strategy,vivendi games,0.03,0.08,0.0,0.02,0.13
9519,farming simulator 2011,pc,2010.0,simulation,nan,0.0,0.13,0.0,0.0,0.13
9520,margot's word brain,wii,2008.0,puzzle,zoo digital publishing,0.12,0.0,0.0,0.01,0.13
9521,spider-man: battle for new york,ds,2006.0,platform,activision,0.12,0.0,0.0,0.01,0.13
9522,imagine: fashion designer,3ds,2011.0,simulation,ubisoft,0.1,0.02,0.0,0.01,0.13
9523,pop'n music portable,psp,2010.0,misc,konami digital entertainment,0.0,0.0,0.13,0.0,0.13
9524,nintendo puzzle collection,gc,nan,puzzle,unknown,0.0,0.0,0.13,0.0,0.13
9525,borderlands: double game add-on pack,x360,2010.0,shooter,take-two interactive,0.1,0.02,0.0,0.01,0.13
9526,otogi: myth of demons,xb,2002.0,action,sega,0.08,0.02,0.03,0.0,0.13
9527,the price is right 2010 edition,ds,2009.0,misc,ubisoft,0.12,0.0,0.0,0.01,0.13
9528,army men: soldiers of misfortune,wii,2008.0,shooter,zoo games,0.12,0.0,0.0,0.01,0.13
9529,alter echo,ps2,2003.0,shooter,thq,0.06,0.05,0.0,0.02,0.13
9530,walt disney pictures presents: the wild,gba,2006.0,platform,disney interactive studios,0.09,0.03,0.0,0.0,0.13
9531,puzzle de harvest moon,ds,2007.0,puzzle,natsume,0.12,0.0,0.0,0.01,0.13
9532,reader rabbit kindergarten,wii,2010.0,misc,graffiti,0.12,0.0,0.0,0.01,0.13
9533,onechanbara: bikini samurai squad,x360,2006.0,action,d3publisher,0.11,0.01,0.0,0.01,0.13
9534,metal max 3,ds,2010.0,role-playing,enterbrain,0.0,0.0,0.13,0.0,0.13
9535,rock band track pack volume 1,ps2,2008.0,misc,mtv games,0.06,0.05,0.0,0.02,0.13
9536,puyo puyo!! 20th anniversary,3ds,2011.0,puzzle,sega,0.0,0.0,0.13,0.0,0.13
9537,hour of victory,x360,2007.0,shooter,midway games,0.1,0.01,0.0,0.01,0.13
9538,namco soccer prime goal,ps,1995.0,sports,sony computer entertainment,0.0,0.0,0.12,0.01,0.13
9539,nba 08,ps2,2007.0,sports,sony computer entertainment,0.06,0.05,0.0,0.02,0.13
9540,dragon quest heroes ii: twin kings and the prophecy's end,ps3,2016.0,action,square enix,0.0,0.0,0.13,0.0,0.13
9541,monster hunter frontier online,x360,2010.0,role-playing,capcom,0.0,0.0,0.13,0.0,0.13
9542,green lantern: rise of the manhunters,3ds,2011.0,action,warner bros. interactive entertainment,0.09,0.03,0.0,0.01,0.13
9543,shin megami tensei: digital devil saga,ps2,2004.0,role-playing,ghostlight,0.06,0.05,0.0,0.02,0.13
9544,7 wonders of the ancient world,ds,2007.0,puzzle,funsta,0.1,0.01,0.0,0.01,0.13
9545,backyard baseball '09,ds,2008.0,sports,atari,0.12,0.0,0.0,0.01,0.13
9546,puppies 3d,3ds,2011.0,misc,ubisoft,0.08,0.04,0.0,0.01,0.13
9547,jissen pachi-slot hisshouhou! aladdin ii evolution,ps2,2005.0,misc,sega,0.0,0.0,0.13,0.0,0.13
9548,mystic ark,snes,1995.0,role-playing,enix corporation,0.0,0.0,0.13,0.0,0.13
9549,just cause 2,pc,2010.0,action,square enix,0.0,0.1,0.0,0.03,0.13
9550,ty the tasmanian tiger 2: bush rescue,gba,2004.0,platform,electronic arts,0.09,0.03,0.0,0.0,0.13
9551,venetica,ps3,2010.0,role-playing,dtp entertainment,0.07,0.04,0.0,0.02,0.13
9552,teenage mutant ninja turtles 2: battle nexus,xb,2004.0,action,konami digital entertainment,0.1,0.03,0.0,0.0,0.13
9553,lego racers 2,ps2,2001.0,racing,electronic arts,0.06,0.05,0.0,0.02,0.13
9554,backyard baseball,gc,2003.0,sports,infogrames,0.1,0.03,0.0,0.0,0.13
9555,transformers: war for cybertron -- decepticons,ds,2010.0,action,activision,0.11,0.01,0.0,0.01,0.13
9556,overlord: raising hell,ps3,2008.0,action,codemasters,0.07,0.04,0.0,0.02,0.13
9557,sega gt,dc,2000.0,racing,sega,0.0,0.0,0.13,0.0,0.13
9558,fuse (insomniac),x360,2013.0,shooter,electronic arts,0.08,0.04,0.0,0.01,0.13
9559,cabela's dangerous hunts 2009,ps3,2008.0,sports,activision value,0.12,0.0,0.0,0.01,0.13
9560,legends of wrestling,gc,2002.0,fighting,acclaim entertainment,0.1,0.03,0.0,0.0,0.13
9561,space bust-a-move,ds,2008.0,puzzle,square enix,0.1,0.02,0.0,0.01,0.13
9562,legend of the guardians: the owls of ga'hoole,wii,2010.0,action,warner bros. interactive entertainment,0.11,0.01,0.0,0.01,0.13
9563,gunstar heroes,gen,1992.0,shooter,sega,0.0,0.0,0.13,0.0,0.13
9564,all-star baseball 2004,xb,2003.0,sports,acclaim entertainment,0.1,0.03,0.0,0.0,0.13
9565,tamagotchi no pichi pichi omisecchi,ds,2010.0,action,namco bandai games,0.0,0.0,0.13,0.0,0.13
9566,shining wind,ps2,2007.0,role-playing,sega,0.0,0.0,0.13,0.0,0.13
9567,brothers in arms: double time,wii,2008.0,shooter,ubisoft,0.11,0.0,0.0,0.01,0.13
9568,portal runner,ps2,2001.0,platform,3do,0.06,0.05,0.0,0.02,0.13
9569,pokémon: for ho-oh the bells toll!: game boy advance video,gba,2004.0,misc,nintendo,0.09,0.03,0.0,0.0,0.13
9570,pro evolution soccer 2016,x360,2015.0,sports,konami digital entertainment,0.04,0.08,0.0,0.01,0.13
9571,batman: arkham knight,pc,2015.0,action,warner bros. interactive entertainment,0.08,0.03,0.0,0.01,0.13
9572,warriors orochi 2,ps2,2008.0,action,tecmo koei,0.06,0.05,0.0,0.02,0.13
9573,disney's winnie the pooh's rumbly tumbly adventure,ps2,2005.0,platform,ubisoft,0.06,0.05,0.0,0.02,0.13
9574,need for speed: prostreet,ds,2007.0,racing,electronic arts,0.11,0.01,0.0,0.01,0.13
9575,assault: retribution,ps,1998.0,action,telstar,0.07,0.05,0.0,0.01,0.13
9576,sengoku basara 3 utage,wii,2011.0,action,capcom,0.0,0.0,0.13,0.0,0.13
9577,spartan: total warrior,xb,2005.0,action,sega,0.1,0.03,0.0,0.0,0.13
9578,gravity rush remastered,ps4,2015.0,action,sony computer entertainment,0.02,0.05,0.04,0.01,0.13
9579,rock band track pack volume 2,ps3,2008.0,misc,mtv games,0.11,0.0,0.0,0.01,0.13
9580,city crisis,ps2,2001.0,simulation,take-two interactive,0.06,0.05,0.0,0.02,0.13
9581,zapper: one wicked cricket!,gc,2002.0,platform,infogrames,0.1,0.03,0.0,0.0,0.13
9582,star wars: clone wars,xb,2003.0,shooter,lucasarts,0.1,0.03,0.0,0.0,0.13
9583,assassination classroom: grand siege on kuro-sensei,3ds,2015.0,action,namco bandai games,0.0,0.0,0.13,0.0,0.13
9584,dynasty warriors 5 empires,x360,2006.0,action,tecmo koei,0.11,0.01,0.0,0.01,0.13
9585,high rollers casino,xb,2004.0,misc,mud duck productions,0.1,0.03,0.0,0.0,0.13
9586,advent rising,xb,2005.0,action,thq,0.1,0.03,0.0,0.0,0.13
9587,surf riders,ps,1999.0,sports,ubisoft,0.07,0.05,0.0,0.01,0.13
9588,torino 2006,ps2,2006.0,sports,take-two interactive,0.06,0.05,0.0,0.02,0.13
9589,nobunaga no yabou: ranseiki,ps2,2002.0,strategy,tecmo koei,0.0,0.0,0.13,0.0,0.13
9590,derby stallion advance,gba,2002.0,sports,enterbrain,0.0,0.0,0.12,0.0,0.13
9591,pbr: out of the chute,wii,2008.0,sports,crave entertainment,0.12,0.0,0.0,0.01,0.13
9592,monopoly party,gc,2002.0,misc,infogrames,0.1,0.03,0.0,0.0,0.13
9593,lego batman 2: dc super heroes,wiiu,2013.0,action,warner bros. interactive entertainment,0.05,0.07,0.0,0.01,0.13
9594,thor: god of thunder,ds,2011.0,action,sega,0.09,0.03,0.0,0.01,0.13
9595,toca race driver 2: ultimate racing simulator,xb,2004.0,racing,codemasters,0.09,0.03,0.0,0.0,0.13
9596,the price is right: decades,wii,2011.0,misc,ubisoft,0.12,0.0,0.0,0.01,0.13
9597,snood,gba,2001.0,puzzle,"destination software, inc",0.09,0.03,0.0,0.0,0.13
9598,the sky crawlers: innocent aces,wii,2008.0,simulation,namco bandai games,0.09,0.02,0.01,0.01,0.13
9599,avatar: the last airbender - into the inferno,ds,2008.0,adventure,thq,0.11,0.01,0.0,0.01,0.13
9600,fit in six,ps3,2011.0,sports,ubisoft,0.12,0.0,0.0,0.01,0.13
9601,monster jam: urban assault,ps2,2008.0,racing,activision,0.06,0.05,0.0,0.02,0.13
9602,ice age: dawn of the dinosaurs,x360,2009.0,action,activision,0.09,0.03,0.0,0.01,0.13
9603,dt racer,ps2,2005.0,racing,xs games,0.06,0.05,0.0,0.02,0.13
9604,simanimals africa,wii,2009.0,simulation,electronic arts,0.1,0.01,0.0,0.01,0.13
9605,deepak chopra's leela,x360,2011.0,misc,thq,0.07,0.05,0.0,0.01,0.13
9606,twister mania,x360,2011.0,misc,505 games,0.1,0.01,0.0,0.01,0.13
9607,world cup golf: professional edition,ps,1995.0,sports,u.s. gold,0.07,0.05,0.0,0.01,0.13
9608,black dawn,ps,1996.0,simulation,virgin interactive,0.07,0.05,0.0,0.01,0.13
9609,soccer tsuku: pro soccer club o tsukurou!,ps3,2013.0,sports,sega,0.0,0.0,0.13,0.0,0.13
9610,428: fuusa sareta shibuya de,wii,2008.0,adventure,sega,0.0,0.0,0.13,0.0,0.13
9611,kelly slater's pro surfer,gba,2002.0,sports,activision,0.09,0.03,0.0,0.0,0.13
9612,warriors of might and magic,ps,2001.0,adventure,3do,0.07,0.05,0.0,0.01,0.13
9613,drome racers,ps2,2002.0,racing,electronic arts,0.06,0.05,0.0,0.02,0.13
9614,x-men: next dimension,gc,2002.0,fighting,activision,0.1,0.03,0.0,0.0,0.13
9615,impossible mission,ds,2007.0,platform,system 3 arcade software,0.12,0.0,0.0,0.01,0.13
9616,ncis,ps3,2011.0,adventure,ubisoft,0.07,0.04,0.0,0.02,0.13
9617,cabela's dangerous hunts 2011,ds,2010.0,sports,activision,0.12,0.0,0.0,0.01,0.13
9618,garfield's fun fest,ds,2008.0,platform,zoo digital publishing,0.07,0.04,0.0,0.01,0.13
9619,7th dragon 2020-ii,psp,2013.0,role-playing,sega,0.0,0.0,0.13,0.0,0.13
9620,doukyuusei 2,sat,1997.0,role-playing,nec interchannel,0.0,0.0,0.13,0.0,0.13
9621,skullmonkeys,ps,1998.0,platform,dreamworks interactive,0.07,0.05,0.0,0.01,0.13
9622,cloudy with a chance of meatballs,wii,2009.0,platform,ubisoft,0.11,0.0,0.0,0.01,0.13
9623,burnout,xb,2002.0,racing,acclaim entertainment,0.09,0.03,0.0,0.0,0.13
9624,zenses: ocean,ds,2008.0,puzzle,game factory,0.11,0.01,0.0,0.01,0.13
9625,ben 10 galactic racing,wii,2011.0,racing,d3publisher,0.08,0.03,0.0,0.01,0.13
9626,teenage mutant ninja turtles: arcade attack,ds,2009.0,action,ubisoft,0.12,0.0,0.0,0.01,0.13
9627,baroque,ps2,2007.0,role-playing,rising star games,0.05,0.04,0.02,0.01,0.13
9628,left brain right brain 2,ds,2008.0,misc,majesco entertainment,0.12,0.0,0.0,0.01,0.13
9629,dynasty warriors: gundam reborn,psv,2013.0,action,namco bandai games,0.0,0.0,0.13,0.0,0.13
9630,kidz sports: crazy golf,wii,2008.0,sports,data design interactive,0.11,0.0,0.0,0.01,0.13
9631,little battlers experience: wars,3ds,2013.0,strategy,level 5,0.0,0.0,0.13,0.0,0.13
9632,victorious: time to shine,x360,2011.0,action,d3publisher,0.12,0.0,0.0,0.01,0.13
9633,nba ballers: phenom,xb,2006.0,sports,midway games,0.09,0.03,0.0,0.0,0.13
9634,aikatsu! 365 idol days,3ds,2014.0,adventure,namco bandai games,0.0,0.0,0.13,0.0,0.13
9635,petz puppyz & kittenz,ds,2011.0,misc,ubisoft,0.12,0.0,0.0,0.01,0.13
9636,crash tag team racing,xb,2005.0,racing,vivendi games,0.09,0.03,0.0,0.0,0.13
9637,freedom fighters,gc,2003.0,shooter,electronic arts,0.1,0.03,0.0,0.0,0.13
9638,the stronghold collection,pc,2009.0,strategy,take-two interactive,0.03,0.08,0.0,0.02,0.13
9639,operation abyss: new tokyo legacy,psv,2014.0,role-playing,nippon ichi software,0.04,0.01,0.06,0.02,0.13
9640,transformer: rise of the dark spark,ps3,2014.0,action,activision,0.04,0.05,0.01,0.02,0.13
9641,mega man x collection,gc,2006.0,misc,capcom,0.1,0.03,0.0,0.0,0.13
9642,detana twinbee yahho! deluxe pack,sat,1995.0,shooter,konami digital entertainment,0.0,0.0,0.13,0.0,0.13
9643,dragon ball: origins,ds,2008.0,action,atari,0.09,0.03,0.0,0.01,0.13
9644,last ranker,psp,2010.0,role-playing,capcom,0.0,0.0,0.13,0.0,0.13
9645,quantum redshift,xb,2002.0,racing,microsoft game studios,0.09,0.03,0.0,0.0,0.13
9646,smash court tennis pro tournament 2,ps2,2004.0,sports,sony computer entertainment,0.06,0.05,0.0,0.02,0.13
9647,eat lead: the return of matt hazard,x360,2009.0,shooter,d3publisher,0.1,0.01,0.0,0.01,0.13
9648,battleborn,xone,2016.0,shooter,take-two interactive,0.08,0.04,0.0,0.01,0.13
9649,legends of wrestling ii,xb,2002.0,fighting,acclaim entertainment,0.09,0.03,0.0,0.0,0.13
9650,power pro kun pocket 13,ds,2010.0,sports,konami digital entertainment,0.0,0.0,0.13,0.0,0.13
9651,armed and dangerous,xb,2003.0,shooter,lucasarts,0.09,0.03,0.0,0.0,0.13
9652,jurassic: the hunted,x360,2009.0,shooter,activision,0.12,0.0,0.0,0.01,0.13
9653,adventures to go!,psp,2008.0,role-playing,zushi games,0.1,0.0,0.01,0.01,0.13
9654,conduit 2,wii,2011.0,shooter,sega,0.07,0.04,0.0,0.01,0.13
9655,supremacy mma,ps3,2011.0,fighting,505 games,0.06,0.04,0.0,0.02,0.13
9656,world soccer winning eleven 2002,ps,2002.0,sports,konami digital entertainment,0.0,0.0,0.12,0.01,0.13
9657,geometry wars: galaxies,wii,2007.0,shooter,vivendi games,0.11,0.0,0.0,0.01,0.13
9658,actua tennis,ps,1997.0,sports,gremlin interactive ltd,0.07,0.05,0.0,0.01,0.13
9659,horse life,ds,2007.0,simulation,game life,0.09,0.02,0.0,0.01,0.13
9660,monster truck madness,gba,2003.0,racing,thq,0.09,0.03,0.0,0.0,0.12
9661,sonic jam,sat,1997.0,platform,sega,0.0,0.0,0.12,0.0,0.12
9662,puella magi madoka magica portable,psp,2012.0,role-playing,namco bandai games,0.0,0.0,0.12,0.0,0.12
9663,ninja reflex,wii,2008.0,action,electronic arts,0.11,0.01,0.0,0.01,0.12
9664,peter jacobsen's golden tee golf,ps,2000.0,sports,infogrames,0.07,0.05,0.0,0.01,0.12
9665,calling,wii,2009.0,adventure,konami digital entertainment,0.07,0.04,0.0,0.01,0.12
9666,marvel avengers: battle for earth,wiiu,2012.0,action,ubisoft,0.07,0.04,0.0,0.01,0.12
9667,disney's atlantis: the lost empire,gba,2001.0,platform,thq,0.09,0.03,0.0,0.0,0.12
9668,nippon daihyou team no kantoku ni narou! sekaihatsu soccer rpg,sat,1998.0,sports,sega,0.0,0.0,0.12,0.0,0.12
9669,charm girls club: my fashion mall,ds,nan,simulation,unknown,0.12,0.0,0.0,0.01,0.12
9670,where the wild things are,wii,2009.0,platform,warner bros. interactive entertainment,0.11,0.0,0.0,0.01,0.12
9671,high velocity: mountain racing challenge,sat,1995.0,racing,atlus,0.0,0.0,0.12,0.0,0.12
9672,nhl 2k7,ps3,2006.0,sports,take-two interactive,0.11,0.0,0.0,0.01,0.12
9673,resident evil,ps3,2006.0,action,capcom,0.0,0.0,0.12,0.0,0.12
9674,capcom vs. snk 2: millionaire fighting 2001,dc,2001.0,fighting,capcom,0.0,0.0,0.12,0.0,0.12
9675,criticom,ps,1996.0,fighting,vic tokai,0.07,0.05,0.0,0.01,0.12
9676,score international baja 1000: the official game,x360,2008.0,racing,activision,0.11,0.01,0.0,0.01,0.12
9677,disney sing it: party hits,ps3,2010.0,misc,disney interactive studios,0.1,0.01,0.0,0.01,0.12
9678,sleeping dogs,pc,2012.0,action,square enix,0.06,0.05,0.0,0.02,0.12
9679,mega man x: command mission,gc,2004.0,role-playing,capcom,0.1,0.02,0.0,0.0,0.12
9680,diner dash: sizzle & serve,psp,2007.0,puzzle,eidos interactive,0.11,0.0,0.0,0.01,0.12
9681,after hours athletes,ps3,2011.0,sports,sony computer entertainment,0.0,0.1,0.0,0.03,0.12
9682,lego star wars: the force awakens,ps3,2016.0,action,warner bros. interactive entertainment,0.03,0.07,0.0,0.02,0.12
9683,worms 3d,ps2,2003.0,strategy,sega,0.06,0.05,0.0,0.02,0.12
9684,clock tower: the first fear,ps,1997.0,adventure,human entertainment,0.0,0.0,0.12,0.01,0.12
9685,kidou senshi gundam seed battle destiny,psv,2012.0,action,namco bandai games,0.0,0.0,0.12,0.0,0.12
9686,godzilla unleashed: double smash,ds,2007.0,action,atari,0.11,0.0,0.0,0.01,0.12
9687,star trek: conquest,wii,2007.0,strategy,bethesda softworks,0.11,0.01,0.0,0.01,0.12
9688,"kilari: na-san, mon meilleur ami",ds,2006.0,simulation,konami digital entertainment,0.0,0.0,0.12,0.0,0.12
9689,strikers 1945,ps,1998.0,shooter,midas interactive entertainment,0.07,0.05,0.0,0.01,0.12
9690,ochaken no heya ds,ds,2006.0,simulation,mto,0.0,0.0,0.12,0.0,0.12
9691,obscure: the aftermath,wii,2008.0,action,playlogic game factory,0.12,0.0,0.0,0.01,0.12
9692,galidor: defenders of the outer dimension,gba,2002.0,action,electronic arts,0.09,0.03,0.0,0.0,0.12
9693,tom clancy's splinter cell trilogy,ps3,2011.0,action,ubisoft,0.0,0.1,0.0,0.03,0.12
9694,wrc: fia world rally championship,x360,nan,racing,black bean games,0.0,0.1,0.0,0.02,0.12
9695,fire prowrestling s: 6men scramble,sat,1996.0,fighting,human entertainment,0.0,0.0,0.12,0.0,0.12
9696,blackwater,x360,2011.0,shooter,505 games,0.09,0.02,0.0,0.01,0.12
9697,pryzm chapter one: the dark unicorn,ps2,2002.0,adventure,tdk mediactive,0.06,0.05,0.0,0.02,0.12
9698,gundam battle royale,psp,2006.0,action,namco bandai games,0.0,0.0,0.12,0.0,0.12
9699,solitaire & mahjong,wii,2009.0,puzzle,crave entertainment,0.11,0.0,0.0,0.01,0.12
9700,zen-nippon pro wrestling: ouja no kon,ps,1999.0,fighting,human entertainment,0.0,0.0,0.12,0.01,0.12
9701,nascar 2005: chase for the cup,gc,2004.0,racing,electronic arts,0.1,0.02,0.0,0.0,0.12
9702,homefront: the revolution,xone,2016.0,shooter,deep silver,0.05,0.07,0.0,0.01,0.12
9703,"hisshou pachinko*pachi-slot kouryaku series vol. 12: cr shinseiki evangelion - shito, futatabi",ps2,2008.0,misc,d3publisher,0.0,0.0,0.12,0.0,0.12
9704,guilty gear x,ps2,2001.0,fighting,sammy corporation,0.06,0.05,0.0,0.02,0.12
9705,deadliest catch: sea of chaos,wii,2010.0,sports,crave entertainment,0.12,0.0,0.0,0.01,0.12
9706,one piece: pirate warriors 2,psv,2013.0,action,namco bandai games,0.0,0.0,0.12,0.0,0.12
9707,nhl 2002,gba,2002.0,sports,electronic arts,0.09,0.03,0.0,0.0,0.12
9708,disney's pk: out of the shadows,ps2,2002.0,platform,ubisoft,0.06,0.05,0.0,0.02,0.12
9709,mugen no frontier: super robot taisen og saga exceed,ds,2010.0,role-playing,namco bandai games,0.0,0.0,0.12,0.0,0.12
9710,karaoke revolution,x360,2009.0,misc,konami digital entertainment,0.12,0.0,0.0,0.01,0.12
9711,echo night,ps,1998.0,adventure,from software,0.03,0.02,0.07,0.01,0.12
9712,are you smarter than a 5th grader? game time,x360,2009.0,puzzle,thq,0.12,0.0,0.0,0.01,0.12
9713,rocket league,xone,2016.0,sports,505 games,0.03,0.09,0.0,0.01,0.12
9714,wild arms 5 (jp sales),ps2,2006.0,role-playing,505 games,0.0,0.0,0.12,0.0,0.12
9715,tom clancy's splinter cell: blacklist,wiiu,2013.0,action,ubisoft,0.05,0.07,0.0,0.01,0.12
9716,gladiator begins,psp,2010.0,action,pqube,0.05,0.01,0.05,0.01,0.12
9717,colony wars iii: red sun,ps,2000.0,simulation,psygnosis,0.07,0.05,0.0,0.01,0.12
9718,magic: the gathering - battlemage,ps,1997.0,strategy,acclaim entertainment,0.07,0.05,0.0,0.01,0.12
9719,the king of fighters '94,ng,1994.0,fighting,snk,0.0,0.0,0.12,0.0,0.12
9720,ds yamamura misa suspense: maiko kogiku - kisha katherine - sougiya isa akashi - koto ni maru hana sanrin: kyoto satujin jinken file,ds,2008.0,adventure,tecmo koei,0.0,0.0,0.12,0.0,0.12
9721,puzzle quest 2,ds,2010.0,puzzle,d3publisher,0.11,0.0,0.0,0.01,0.12
9722,all kamen rider: rider generation,ds,2011.0,action,namco bandai games,0.0,0.0,0.12,0.0,0.12
9723,the king of fighters '98 ultimate match,ps2,2008.0,fighting,ignition entertainment,0.04,0.03,0.03,0.01,0.12
9724,onechanbara: bikini zombie slayers,wii,2008.0,action,d3publisher,0.11,0.0,0.0,0.01,0.12
9725,puzzle quest: challenge of the warlords,ps2,2007.0,puzzle,d3publisher,0.06,0.05,0.0,0.02,0.12
9726,angry birds star wars,psv,2013.0,strategy,activision,0.05,0.04,0.0,0.03,0.12
9727,guardian's crusade,ps,1998.0,role-playing,activision,0.07,0.05,0.0,0.01,0.12
9728,undead knights,psp,2009.0,action,ubisoft annecy,0.05,0.01,0.06,0.01,0.12
9729,final fantasy xiv: heavensward,ps4,2015.0,action,square enix,0.0,0.05,0.06,0.01,0.12
9730,lemony snicket's a series of unfortunate events,xb,2004.0,platform,activision,0.09,0.03,0.0,0.0,0.12
9731,motogp 3 - official game of motogp,ps2,2003.0,racing,namco bandai games,0.06,0.05,0.0,0.02,0.12
9732,makai kingdom: chronicles of the sacred tome,ps2,2005.0,role-playing,tecmo koei,0.06,0.05,0.0,0.02,0.12
9733,the ant bully,gc,2006.0,platform,midway games,0.09,0.02,0.0,0.0,0.12
9734,m&m's kart racing,ds,2008.0,racing,zoo digital publishing,0.11,0.0,0.0,0.01,0.12
9735,bomberman party edition,ps,1998.0,puzzle,virgin interactive,0.07,0.05,0.0,0.01,0.12
9736,gotouchi tetsudou: gotouchi chara to nihon zenkoku no tabi,3ds,2014.0,misc,namco bandai games,0.0,0.0,0.12,0.0,0.12
9737,dragon ball z: battle of z,psv,2014.0,fighting,namco bandai games,0.0,0.04,0.06,0.02,0.12
9738,eyeshield 21: max devil power,ds,2006.0,role-playing,nintendo,0.0,0.0,0.12,0.0,0.12
9739,summon night 3,psp,2012.0,role-playing,namco bandai games,0.0,0.0,0.12,0.0,0.12
